"number","version","short_description","author","kb_category","workflow_state","sys_updated_on","active","article_id","text","article_type","direct","base_version","can_read_user_criteria","cannot_read_user_criteria","category","sys_class_name","cmdb_ci","sys_created_on","sys_created_by","description","disable_commenting","disable_suggesting","display_attachments","display_number","sys_domain","sys_domain_path","flagged","generated_with_now_assist","helpful_count","image","instrumentation_metadata","kb_knowledge_base","latest","latest_aqi","meta","meta_description","ownership_group","published","rating","replacement_article","retired","revised_by","roles","scheduled_publish_date","source","summary","sys_tags","taxonomy_topic","topic","sys_updated_by","sys_mod_count","use_count","valid_to","view_as_allowed","sys_view_count","wiki"
"KB0000021","1.0","About Windows 7","Boris Catino","Windows 7","Published","2022-12-05 20:46:33","true","c487857187032100deddb882a2e3ec4f","<p><strong><span style=""font-size: 18pt;"">About Windows 7</span></strong></p>
<p>Windows 7 is not an upgrade to�Windows Vista, but an entirely different operating system. With it, you can expect greater functionality in communication, multimedia, and security, including improved, streamlined User Account Control (UAC) performance with fewer prompts. The interface introduced with Vista, Windows Aero, uses 3D graphics and other high-end visual effects.</p>
<p><strong><span style=""font-size: 12pt;"">System requirements</span></strong></p>
<p>The minimum hardware requirements for Windows 7 as specified by Microsoft�are listed as follows:</p>
<ul><li>1 GHz 32-bit (x86) or 64-bit (x64) processor�<br />UITS recommends: A dual-core (Core 2) processor�<br /><br /></li><li>1 GB of system memory (32-bit) or 2 GB of system memory (64-bit)�<br />UITS recommends: 2 GB system memory�<br /><br /></li><li>A graphics processor that is DirectX 9-capable with Hardware Pixel Shader v2.0 and WDDM�Driver�support<br /><br /></li><li>128 MB of graphics memory�<br />UITS recommends: 256 MB graphics memory; non-integrated video card�<br /><br /></li><li>40 GB of hard drive capacity with 16 GB free space (32-bit) or 20 GB free space (64-bit)�<br />UITS recommends: 80-100 GB capacity�<br /><br /></li><li>DVD-ROM drive<br /><br /></li><li>Audio output capability<br /><br /></li><li>Internet access capability�</li></ul>
<h2><span style=""font-size: 12pt;"">Windows 7 versions and upgrades</span></h2>
<p>The different versions and upgrades include�Windows 7 Ultimate; IU departments will use Windows 7 Enterprise.</p>
<ul><li>If you are using any version of Windows 7 or Vista�except Enterprise, you can upgrade to Windows 7 Ultimate. For example, if you purchase a new computer from an outside retailer, it might be shipped with Windows 7 Home Premium; you can upgrade to Windows 7 Ultimate if you wish.�<br /><br /></li><li>Departments that use Vista Enterprise can upgrade to Windows 7 Enterprise. If you have Vista Enterprise for personal use, you cannot upgrade that to Windows 7 Enterprise, but you can do a clean install of Windows 7 Ultimate, which will format your hard drive and remove your previous version of Windows.�<br /><br /></li><li>For all other versions of Windows, migrating to Windows 7 will require a clean install.�<br /><br /></li><li>Your upgrade path must be consistent with your system type (i.e., you cannot upgrade from Windows Vista Ultimate 32-bit to Windows 7 Ultimate 64-bit, or from a 64-bit to a 32-bit operating system).�</li></ul>","HTML","false","","","","","Knowledge","","2014-09-09 16:31:10","bert.haddad","","false","false","false","KB0000021 v1.0","global","/","false","false","","","","IT","true","","","","","2014-09-09","","","","","","","","","","Software issues","Desktop","bert.haddad","8","0","2100-01-01","true","9",""
"KB0000020","1.0","Windows: Should I upgrade to Windows 8.x?
		","Boris Catino","Windows 8","Published","2022-12-05 20:46:33","true","9e528db1474321009db4b5b08b9a71a6","<p>�</p>
<p>�</p>
<p><strong><span style=""font-size: 18pt;"">Should I upgrade to Windows 8.x?</span></strong><span class=""Apple-tab-span""> </span></p>
<p>Windows 8.x is designed for using touch, mouse, and keyboard together, on hardware ranging from touch-enabled tablets and laptops to PCs and all-in-one computers, including those without touch capability. �To decide whether to upgrade, consider details surrounding system requirements, versions, features related to your own use, and support at IU.</p>
<p class=""p2""><span style=""font-size: 12pt;""><b>Features</b></span></p>
<ul class=""ul1""><li class=""li4"">Another noticeable difference is the requirement of a Microsoft account to download apps from the Windows Store and access apps such as Calendar, Mail, and Messaging.�</li><li class=""li4"">By most accounts, Windows 8.x improves performance in areas such as speed, memory management, and power efficiency, resulting in faster boot times, smaller memory footprint, and more free memory for the programs you run. Windows 8.x also suspends apps and desktop programs when a device is put into sleep mode, allowing the CPU to drop into a lower-power state for battery savings.�</li><li class=""li4"">The Task Manager and Explorer have been enhanced, allowing easier views of system resource use, and more useful and functional file management.�</li><li class=""li4"">Windows 8.x comes with improved recovery options, including restoring a device to a clean install state, or performing the equivalent of a factory reset while keeping installed apps and preferences. Both these functions can be performed from a built-in recovery menu.</li></ul>
<p class=""p2"">�</p>
<p class=""p3""><span style=""font-size: 12pt;""><b>System Requirements</b></span></p>
<p class=""p1"">Computers currently running Windows 7 should not have problems running Windows 8.x.</p>
<table class=""t1"" style=""height: 526px;"" width=""1193"" cellspacing=""0"" cellpadding=""0""><tbody><tr><td class=""td1"" valign=""middle"">
<table cellspacing=""0"" cellpadding=""0""><tbody><tr><td class=""td2"" valign=""top"">
<table class=""t2"" border=""1"" cellspacing=""0"" cellpadding=""4""><tbody><tr><td class=""td3"" valign=""middle"">
<p class=""p5""><b>Microsoft recommends</b></p>
</td><td class=""td4"" valign=""middle"">
<p class=""p5""><b>ServiceNow�recommends</b></p>
</td></tr><tr><td class=""td3"" valign=""middle"">
<p class=""p4"">1 GHz 32-bit (x86) or 64-bit (x64) processor</p>
</td><td class=""td4"" valign=""middle"">
<p class=""p4"">Dual-core (Core 2) processor</p>
</td></tr><tr><td class=""td3"" valign=""middle"">
<p class=""p4"">1 GB of system memory (32-bit) or 2 GB of system memory (64-bit)</p>
</td><td class=""td4"" valign=""middle"">
<p class=""p4"">2 GB of system memory</p>
</td></tr><tr><td class=""td3"" valign=""middle"">
<p class=""p4"">DirectX 9-capable graphics processor, with Hardware Pixel Shader v2.0 and WDDM 1.0 or higher driver support</p>
</td><td class=""td4"" valign=""middle"">
<p class=""p4"">�</p>
</td></tr><tr><td class=""td3"" valign=""middle"">
<p class=""p4"">128 MB of graphics memory</p>
</td><td class=""td4"" valign=""middle"">
<p class=""p4"">256 MB of graphics memory and a non-integrated video card.</p>
</td></tr><tr><td class=""td3"" valign=""middle"">
<p class=""p4"">40 GB of hard drive capacity with 16 GB free space (32-bit) or 20 GB free space (64-bit)</p>
</td><td class=""td4"" valign=""middle"">
<p class=""p4"">80-100 GB of hard drive capacity</p>
</td></tr><tr><td class=""td3"" valign=""middle"">
<p class=""p4"">DVD-ROM drive</p>
</td><td class=""td4"" valign=""middle"">
<p class=""p4"">�</p>
</td></tr><tr><td class=""td3"" valign=""middle"">
<p class=""p4"">Audio output capability</p>
</td><td class=""td4"" valign=""middle"">
<p class=""p4"">�</p>
</td></tr><tr><td class=""td3"" valign=""middle"">
<p class=""p4"">Internet access capability</p>
</td><td class=""td4"" valign=""middle"">
<p class=""p4"">�</p>
</td></tr><tr><td class=""td5"" colspan=""2"" valign=""middle"">
<p class=""p4"">Additionally, a new element is the requirement that modern UI applications have a minimum of 1024 x 768 screen resolution, and 1366 x 768 for the snap feature.</p>
</td></tr></tbody></table>
</td></tr></tbody></table>
</td></tr><tr><td class=""td1"" valign=""top"">�</td></tr></tbody></table>","HTML","false","","","","","Knowledge","","2014-09-09 16:31:10","bert.haddad","","false","false","false","KB0000020 v1.0","global","/","false","false","","","","IT","true","","","","","2014-09-09","","","","","","","","","","Software issues","Desktop","bert.haddad","7","0","2100-01-01","true","20",""
"KB0000019","1.0","How can I restore my computer to a previous
			configuration?
		","Boris Catino","Windows","Published","2022-12-05 20:46:33","true","8f27857187032100deddb882a2e3ec0f","<p><strong><span style=""font-size: 18pt;"">Restore my computer to a previous configuration</span></strong></p>
<p>You can use a feature called System Restore to restore your Windows computer to a previous working configuration. To use System Restore, follow the appropriate steps for your operating system.</p>
<p>Note:�For help navigating, see�<a href=""/kb_view.do?sys_kb_id&#61;3347493187032100deddb882a2e3ec01"" rel=""nofollow"">Getting around in Windows</a>.</p>
<p><span style=""font-size: 12pt;""><strong>Windows 8.x and 7</strong></span></p>
<ol><li><span style=""font-size: 10pt;"">In Windows 8.x, press�</span><a style=""font-size: 10pt;"" href=""/kb_view.do?sys_kb_id&#61;3b07857187032100deddb882a2e3ec20"" rel=""nofollow"">Win</a><span style=""font-size: 10pt;"">-c; from the�Charms�menu, choose�Search, and thenApps. Enter�rstrui�and select the matching result. �<br /></span><span style=""font-size: 10pt;"">� � In Windows 7, in the�Start�menu search field, enter�system restore�,�rstrui�, or�rstrui.exe�and select the matching result.</span></li><li><span style=""font-size: 10pt;"">In the resulting�System Restore�menu, click�Next. Choose a restore point that was created before your current configuration stopped working. �<br /></span><span style=""font-size: 10pt;"">� � Note:�If you need to select a restore point that isn&#39;t listed, click�Show more restore points.</span></li><li><span style=""font-size: 10pt;"">Click�Next, and then�Finish.</span>�</li></ol>
<p><span style=""font-size: 12pt;""><strong>Windows Vista</strong></span></p>
<ol><li>In the�Start�menu search field, enter�system restore�.�</li><li>Click�Choose a different restore point, and then click�Next.�</li><li>Choose a restore point that was created before your current configuration stopped working. Click�Next, and then�Finish.</li></ol>","HTML","false","","","","","Knowledge","","2014-09-09 16:31:10","bert.haddad","","false","false","false","KB0000019 v1.0","global","/","false","false","","","","IT","true","","","","","2014-09-09","","","","","","","PRB0000014","","","Computers","Desktop","bert.haddad","7","0","2100-01-01","true","14",""
"KB0000018","1.0","About Windows Vista","Boris Catino","Windows Vista","Published","2022-12-05 20:46:33","true","8a9a897187032100deddb882a2e3ec24","<p><strong><span style=""font-size: 18pt;"">�About Windows Vista</span></strong></p>
<p>Note:�If you are migrating from an older operating system, UITS strongly recommends installing Windows 7 rather than Vista. Windows 7 was released three years after Vista and comes with more advanced features and many bug fixes, but has the same hardware requirements. Should you choose to install Vista, use the Windows Vista Upgrade Advisor to make sure your computer is capable of running Vista.</p>
<h2><span style=""font-size: 12pt;"">System requirements</span></h2>
<p>Microsoft&#39;s system requirements for Vista are listed below.</p>
<p>Microsoft lists Windows Vista hardware requirements in two categories, Vista Capable and Vista Premium Ready. Vista Capable computers are able to run Vista, but may have limitations in the functionality of some features. Vista Capable minimum hardware requirements are as follows:</p>
<ul><li>A modern processor (at least 800 MHz)</li><li>512 MB of system�memory</li><li>A graphics processor that is DirectX 9 capable</li><li>20 GB of hard drive capacity with 15 GB free space</li><li>CD-ROM drive</li></ul>
<p>Vista Premium Ready computers can take full advantage of the features available in Vista, including the Windows Aero advanced graphical interface. Microsoft lists the minimum hardware requirements for Vista Premium as follows:</p>
<ul><li>1 GHz 32-bit (x86) or 64-bit (x64) processor�<br />UITS recommends: A dual-core (Core 2) processor�</li><li>1 GB of system memory�<br />UITS recommends: 2 GB system memory�</li><li>A graphics processor that is DirectX 9 capable with Hardware Pixel Shader v2.0 and WDDM Driver support�</li><li>128 MB of graphics memory�<br />UITS recommends: 256 MB graphics memory; non-integrated video card�</li><li>40 GB of hard drive capacity with 15 GB free space�<br />UITS recommends: 80-100 GB capacity�</li><li>DVD-ROM drive�</li><li>Audio output capability�</li><li>Internet access capability</li></ul>
<h2><span style=""font-size: 12pt;"">Vista versions</span></h2>
<p>If you&#39;re upgrading from Vista Home Premium, you need to upgrade to Vista Ultimate (notVista Business) if you want to keep Windows Media Center. For information about upgrading from an earlier version of Windows, see Microsoft&#39;s�<a title="""" href=""http://windows.microsoft.com/en-US/windows-vista/Installing-and-reinstalling-Windows-Vista#section_1"" rel=""nofollow"">Installing and reinstalling Windows Vista</a>.</p>","HTML","false","","","","","Knowledge","","2014-09-09 16:31:10","bert.haddad","","false","false","false","KB0000018 v1.0","global","/","false","false","","","","IT","true","","","","","2014-09-09","","","","","","","","","","Software issues","Desktop","admin","14","0","2100-01-01","true","5",""
"KB0000017","1.0","What is the Windows key?		","Boris Catino","Windows","Published","2022-12-05 20:46:33","true","3b07857187032100deddb882a2e3ec20","<h1>What is the Windows key?</h1>
<p>The Windows key is a standard key on most keyboards on computers built to use a Windows operating system. It is labeled with a Windows logo, and is usually placed between the�<code>Ctrl</code>�and�<code>Alt</code>�keys on the left side of the keyboard; there may be a second identical key on the right side as well.</p>
<p>Pressing�<code>Win</code>�(the Windows key) on its own will do the following:</p>
<ul><li>Windows 8.x:�Toggle between the Start screen and the current application</li><li>Windows 7 or Vista:�Bring up the�Start menu</li></ul>
<p>Pressing�<code>Win</code>�in combination with other keys will access shortcuts; these will vary based on the version of Windows you are using. For a list of shortcuts, see�<a title="""" href=""http://en.wikipedia.org/wiki/Windows_key"" rel=""nofollow"">Wikipedia: Windows key</a>.</p>
<p>If your keyboard does not have a Windows key, you can access the Start menu, but not other shortcuts, by pressing�<code>Ctrl-Esc</code>. If you are running Windows on a Mac in�<a title="""" href=""http://www.apple.com/support/bootcamp/"" rel=""nofollow"">Boot Camp</a>, the�<code>Command</code>�key functions as the Windows key.</p>","HTML","false","","","","","Knowledge","","2014-09-09 16:31:10","bert.haddad","","false","false","false","KB0000017 v1.0","global","/","false","false","","","","IT","true","","","","","2014-09-09","","","","","","","","","","Software issues","Desktop","bert.haddad","6","0","2100-01-01","true","12",""
"KB0000016","1.0","About Windows 10","Boris Catino","Windows","Published","2022-12-05 20:46:33","true","3347493187032100deddb882a2e3ec01","
		
		<h2>Introducing Windows 10</h2> <p>Windows 10 is full of new features and improvements. Take a look at the highlights!</p> 
		<h3>Ready, set, Start menu</h3> <ul><li>The Start menu is back�and it�s more personal, more organized, and more fun than before.</li><li>Select the Start icon button on the taskbar. You&#39;ll find your most used apps on the left, the all apps list, and shortcuts to other locations on your PC, like File Explorer and Settings.</li></ul> 
		<h3>Get apps, music, and more</h3> <ul><li>The Store is a one-stop shop for music, videos, games, and apps.</li><li>Try out an app before you buy it, or pick a free one. Your Windows 10 apps will work on all your Windows 10 devices.</li></ul>
		<h3>Cortana can get it done</h3> <ul><li>Cortana, your personal assistant, is right on your desktop. Ask her to set up a meeting or send an email to a friend. She can even find your files for you and tell you jokes.</li><li>Select the search box and type what you want Cortana to do, or just select the microphone to talk with her instead.</li></ul> 
		<h3>Rule the web with Microsoft Edge</h3> <ul><li>Microsoft Edge is the first browser that lets you take notes, write, doodle, and highlight directly on webpages. Use the reading list reading list icon to save your favorite articles for later, then read them in reading view reading view icon.</li><li>Hover over open tabs to preview them, and bring your favorites and reading list with you when you use Microsoft Edge on another device. Plus, Cortana is built in to Microsoft Edge to help you do things faster and easier.</li></ul> 
		<h3>Where you can type, you can write</h3> <p>Microsoft Edge isn&#39;t the only app you can write in. Use your tablet pen, finger, or your mouse to write everywhere you could type before. Or just doodle in OneNote. We won&#39;t tell.</p> 
		<h3>Sign in and greet the day with Windows Hello</h3> <p>If it�s available on your device, Windows Hello changes how you sign in�it uses your face or fingerprint instead of a password. Go to Settings &gt; Accounts &gt; Sign-in options to set it up.</p> 
		<h3>All your photos in one place</h3> <ul><li>No more endless searching. The Photos app collects all your photos and videos in one place.</li><li>From your phone, and your PC, and OneDrive. Then, it organizes your memories into albums for you to enjoy and share.</li></ul> <p>For more information go to this <a href=""http://windows.microsoft.com/en-us/windows-10/getstarted-whatsnew-cortana"" rel=""nofollow"">link</a></p>","HTML","false","","","","","Knowledge","","2014-09-09 16:31:10","bert.haddad","","false","false","false","KB0000016 v1.0","global","/","false","false","","","","IT","true","","","","","2014-09-09","","","","","","","","","","Software issues","Desktop","admin","9","0","2100-01-01","true","8",""
"KB0000015","1.0","How do I create and delete users?
		","Sam Sorokin","How To","Published","2022-12-05 20:46:33","true","93910db1474321009db4b5b08b9a7199","<p>�</p>
<p><span style=""font-size: 18pt;""><b>Creating/Deleting users in Mac OS X</b></span></p>
<p class=""p2"">To allow users to log into your�Mac OS X�computer, create an account for each of them.</p>
<p class=""p4"" style=""font-size: 12pt;""><b>Creating a new user in Mac OS X</b></p>
<ol class=""ol1""><li class=""li5"">From the Apple menu, select�System Preferences....�</li><li class=""li5"">From the�View�menu, select�Users &amp; Groups�(Mac OS X 10.7 or later) orAccounts�(Mac OS X 10.6 or earlier).�</li><li class=""li5"">If it&#39;s locked, click the padlock in the bottom left corner of the window, and then�authenticate�as an�administrator.�</li><li class=""li5"">Under the list of user accounts, click�&#43;�(the plus sign).�</li><li class=""li5"">From the menu next to &#34;New Account:&#34;, select the type of account you want to create. To allow this user to make changes to the system settings, add programs, and perform other system functions beyond basic use, selectAdministrator. For lower access accounts, choose�Standard�or�Managed with Parental Controls�as appropriate.�Sharing Only�and�Group�are special options for specific needs. For more, refer to your operating system&#39;s documentation. Note:�Selecting�Administrator�will give the user the ability to make changes to your system without your approval.</li><li class=""li5"">In the &#34;Full Name:&#34; field, enter the new user&#39;s real name.�</li><li class=""li5"">In the &#34;Account Name:&#34; or &#34;Short Name:&#34; field, enter a username you wish to assign to the user.</li><li class=""li5"">In the &#34;Password:&#34; field, type a password for the user, and then type it again in the &#34;Verify:&#34; field. You can optionally set a password hint for the user. For the hint, try to use something only the new user will understand; alternatively, leave this field blank.�</li><li class=""li5"">Click�Create User�or�Create Account.</li></ol>
<p class=""p4"" style=""font-size: 12pt;""><b>Deleting a user in Mac OS X</b></p>
<ol class=""ol1""><li class=""li5"">From the Apple menu, select�System Preferences....�</li><li class=""li5"">From the�View�menu, select�Users &amp; Groups�(Mac OS X 10.7 and later) orAccounts�(Mac OS X 10.6 and earlier).�</li><li class=""li5"">If it&#39;s locked, click the padlock in the bottom left corner of the window, and then authenticate as an administrator.�</li><li class=""li5"">Select the name of the user you want to delete, and, under the list of accounts, click�-�(the minus sign).�</li><li class=""li5"">Choose�Save the home folder in a disk image,�Don&#39;t change the home folder, or�Delete the home folder�depending on how or whether you want to save the user&#39;s data. In Mac OS X 10.7 or later, if you choose to delete the home folder, there is also an�Erase home folder securely�option. Then, click�Delete User�or�OK.</li></ol>","HTML","false","","","","","Knowledge","","2014-09-09 16:31:10","bert.haddad","","false","false","false","KB0000015 v1.0","global","/","false","false","","","","IT","true","","","","","2014-09-09","","","","","","","","","","Access issues","Desktop","bert.haddad","7","0","2100-01-01","true","14",""
"KB0000014","1.0","Can I upgrade my operating system? What are the
					system requirements?
		","Sam Sorokin","How To","Published","2022-12-05 20:46:33","true","8b031135474321009db4b5b08b9a7152","<p><span style=""font-size: 18pt;""><b>Upgrade your Mac Operating System</b></span></p>
<p><span style=""font-size: 10pt;"">These are the specs required for upgrading to newer versions o OS X:</span></p>
<p><span style=""font-size: 12pt;""><b>Requirements for OS X 10.9 (Mavericks)</b></span></p>
<p>OS X 10.9 works with these Macintosh computers:</p>
<ul><li>iMac (Mid 2007 or newer), MacBook (Late 2008 Aluminum, or Early 2009 or newer), MacBook Pro (Mid/Late 2007 or newer), Xserve (Early 2009), MacBook Air (Late 2008 or newer), Mac mini (Early 2009 or newer), Mac Pro (Early 2008 or newer)</li><li>2GB of memory</li><li>OS X v10.6.8 or later</li><li>8GB of available space</li></ul>
<hr />
<p><b><span style=""font-size: 12pt;"">Requirements for OS X 10.8 (Mountain Lion)</span></b><span></span></p>
<p>OS X 10.8 works with these Macintosh computers:</p>
<ul><li>iMac (Mid 2007 or newer), MacBook (Late 2008 Aluminum, or Early 2009 or newer), MacBook Pro (Mid/Late 2007 or newer), Xserve (Early 2009), MacBook Air (Late 2008 or newer), Mac mini (Early 2009 or newer), Mac Pro (Early 2008 or newer)</li><li>2GB of memory</li><li>OS X v10.6.8 or later already installed</li><li>8GB of available space</li></ul>
<hr />
<p><span><strong><span style=""font-size: 12pt;"">Requirements for Mac OS X 10.7 (Lion)</span></strong></span><br /><span>Mac OS X 10.7 works with these Macintosh computers:</span></p>
<ul><li>Mac computer with an Intel Core 2 Duo, Core i3, Core i5, Core i7, or Xeon processor</li><li>2GB of memory</li><li>OS X v10.6.6 or later (v10.6.8 recommended) already installed</li><li>7GB of available space</li></ul>
<hr />
<p><span><strong><span style=""font-size: 12pt;"">Requirements for Mac OS X 10.6 (Snow Leopard)</span></strong></span><br /><span>Mac OS X 10.6 works with these Macintosh computers:</span></p>
<ul><li>Mac computer with an Intel processor</li><li>1GB of memory</li><li>5GB of available disk space</li><li>DVD drive for installation</li></ul>","HTML","false","","","","","Knowledge","","2014-09-09 16:31:10","bert.haddad","","false","false","false","KB0000014 v1.0","global","/","false","false","","","","IT","true","","","","","2014-09-09","","","","","","","","","","Software issues","Desktop","bert.haddad","6","0","2100-01-01","true","34",""
"KB0000013","1.0","How do I quit an application that isn't responding?
		","Sam Sorokin","Mac OS X","Published","2022-12-05 20:46:33","true","845ee43187032100deddb882a2e3ecda","<p>�</p>
<p><span style=""font-size: 18pt;""><strong>How do I quit an application that isn&#39;t responding in Mac OS X?</strong></span><span class=""Apple-tab-span""> </span></p>
<p>In�Mac OS X, you may occasionally find that applications lock up and do not respond to any commands, including Quit. When this happens, sometimes the only solution is to issue a Force Quit command. Force quitting an application will not save your latest changes, but it will often allow you to revive the misbehaving application without restarting your entire computer.</p>
<p>To force quit an application, from the Apple menu, choose�<span class=""menuitem"">Force Quit...</span>. Select the misbehaving application from the list, and then click�<span class=""menuitem"">Force quit</span>. You can also bring up this window by pressing�<code>Command-Option-Esc</code>.</p>
<p>Note:�You cannot quit the�Finder; the only option available to you is�<span class=""menuitem"">Relaunch</span>, which will reload the Finder.</p>
<p>�</p>","HTML","false","","","","","Knowledge","","2014-09-09 16:31:10","johnoliver.mendoza","","false","false","false","KB0000013 v1.0","global","/","false","false","","","","IT","true","","","","","2014-09-09","","","","","","","","","","Software issues","Desktop","johnoliver.mendoza","6","0","2100-01-01","true","45",""
"KB0000012","1.0","Where can I obtain updates and new releases?
		","Sam Sorokin","How To","Published","2022-12-05 20:46:33","true","0dd6457187032100deddb882a2e3ecb3","<p><span style=""font-size: 18pt;""><strong>Where can I obtain updates and new releases for Mac OS X?</strong></span><span class=""Apple-tab-span""> </span></p>
<p>To find updates and new releases for�Mac OS X, try any of the following options:</p>
<ul><li>Use Software Update to download and install updates, and even full releases, of the operating system.�</li><li>To download the full version of Mac OS X 10.9 (Mavericks), open the Mac App Store, available in Mac OS X 10.6.6 and later. You may access it from the Apple menu. You can also buy other software products from Apple and third-party developers in the App Store.</li><li>To order Apple merchandise, visit the�<a title="""" href=""http://store.apple.com/us"" rel=""nofollow"">Apple Store</a>�or call 800-MY-APPLE. For information about upgrades, call 800-785-9445.�</li></ul>
<p>�</p>","HTML","false","","","","","Knowledge","","2014-09-09 16:31:10","johnoliver.mendoza","","false","false","false","KB0000012 v1.0","global","/","false","false","","","","IT","true","","","","","2014-09-09","","","","","","","","","","Software issues","Policies","johnoliver.mendoza","6","0","2100-01-01","true","47",""
"KB0000011","1.0","How to Deal with Spam","Ron Kettering","Email","Published","2014-12-19 07:54:36","true","0b48fd75474321009db4b5b08b9a71c2","<p><span style=""font-size: 18pt;""><strong>How to Deal with Spam</strong></span></p>
<p>Spam�has increasingly become a problem on the Internet. While every Internet user receives some spam, email addresses posted to web sites or in newsgroups and chat rooms attract the most spam.</p>
<p>To reduce the amount of spam you receive:</p>
<ul><li>Don&#39;t reply to spam</li><li>Be careful releasing your email address, and know how it will be used</li><li>Be proactive �<br /><br /></li></ul>
<p style=""font-size: 12pt;""><strong>Don&#39;t reply to spam</strong></p>
<p>If you reply to spam, the spammer or the automated program on the other end will then know that your address is connected to a live person, and the spammer will then bombard you with even more spam, and circulate your address to other spammers. It is critical that you pause and think before replying to any spam. Consider the following guidelines:</p>
<ul><li>Setting up your email account to generate automatic responses while you are away can have the unfortunate side-effect of verifying your email address to every spammer that sends you spam.�</li><li>If the message appears to come from a legitimate company, the company may have obtained your email address from some transaction between you and the company. In fact, you may have inadvertently provided your email address (e.g., if you didn&#39;t check a box marked�Don&#39;t send me product updates). In these cases, it is usually safe to reply and ask to be removed from the mailing list.�</li><li>If it is not a company you recognize, use your judgment. To be safe, copy and paste the link to the company&#39;s site into the browser rather than clicking it in the email message.�</li><li>If the spam is clearly from a disreputable source,�never�respond. Do not follow the (probably bogus) unsubscribe directions. In most cases, if you never reply, the network of spammers will eventually decide your email address is a dud, and will stop using it as often.<br /><br /></li></ul>
<p style=""font-size: 12pt;""><strong>Be careful releasing your email address, and know how it will be used</strong></p>
<p>Every time you communicate on the Internet or browse a web site, there are opportunities for spammers to intercept your communications to obtain your email address and other personal information.</p>
<p>Otherwise reputable companies may sell or exchange your email address with other companies, and this information may eventually find its way to a spammer. At worst, spammers will use automated programs to bombard these lists of email addresses with spam. Consider the following guidelines:</p>
<ul><li>Subscribe only to essential discussion lists, and ensure that they are moderated.�</li><li>Think twice before offering your email address to a web site. You may wish to check the site&#39;s privacy policy first to be sure it uses secure technology, and that the company does not share your email address with others.�</li><li>If you need to list email addresses on your web site, present the addresses in a way that makes them less vulnerable to collection and abuse by spammers.</li><li>Every time you are asked for your email address verbally or on paper, think carefully about whether or not you want to receive any information from that company or organization. It is usually best to decline to provide your email address.�</li><li>Whenever possible, advocate that organizations you are involved in or do business with default to the opt-in model. This requires you to specifically request to be added to their email lists, rather than the opt-out model, where they add you to email lists automatically, and then give you the option of asking to be removed.�<br /><br /></li></ul>
<p style=""font-size: 12pt;""><strong>Be proactive</strong></p>
<p>Adjusting the security settings in your web browser is a good preventive measure. For a higher level of security, have your browser disallow:</p>
<ul><li>Accepting cookies</li><li>Listing your name and other personal information in your browser profile</li><li>Filling in form fields for you</li></ul>
<p>This will help reduce the amount of personal information transmitted to sites at the expense of full functionality, since many legitimate web sites require you to accept cookies.</p>
<p>Do not contribute to the spam problem by producing any of it yourself! In particular, learn about�chain mail�and�do not�forward chain mail to others. Also, if you receive an email message that appears to warn of some horrible thing happening (a�virus�that reportedly deletes all your files, for example) or is a touching sob story (about helping to save a poor sick girl or boy, for example),�be suspicious.</p>
<p>Nearly every instance of chain mail is a hoax. The message may even come from someone you know and respect who is simply not aware that it&#39;s a hoax. Learn about hoaxes and the sites available to verify hoaxes, and do not forward them to others.�<br /><br /></p>
<p style=""font-size: 12pt;""><strong>Questions regarding X-rated spam (unsolicited mass e-mail)</strong></p>
<p>�Some members of the Company have at times expressed concern to IT regarding their own accountability for unsolicited e-mail of a sexual nature sent to their Company e-mail address. In some cases, an employee worries that a supervisor or co-worker might think the employee solicited the mail. In other cases, the person fears that an IT employee asked to assist with the computer might think the person had solicited the sexually-oriented mail.</p>
<p>Most people who either have experienced spam or have read about spam understand that spammers do not wait to be asked; they are in the business of aggressive marketing. Many spammers are deceitful, trying to fool people into opening their unwanted e-mail by pretending to be someone else or using a subject line which fools the recipient into opening the mail. Sometimes they claim falsely that the person is receiving the e-mail because the person asked for it, or expressed interest in material of a similar nature. The truth is that few people welcome spam and even fewer ask for it.</p>
<p>If a supervisor or co-worker thinks otherwise, IT can reassure them. Certainly, IT technicians and consultants understand that spam is a plague and not something invited by the recipient. As extra protection, depending upon how you receive your e-mail on campus, there are ways to quarantine spam and/or filter your incoming e-mail. �It is advisable to immediately delete any such emails you receive.</p>","HTML","false","","","","","Knowledge","","2014-09-09 16:31:10","johnoliver.mendoza","","false","false","false","KB0000011 v1.0","global","/","false","false","","","","IT","true","","","","","2014-09-09","","","","","","","","","","Email accounts","Policies","johnoliver.mendoza","4","0","2100-01-01","true","3",""
